incidentid,alertid,detectorid,alerttitle,category,incidentgrade,entitytype,filename,folderpath,resourceidname,osfamily,osversion,countrycode,state,city,year,month,day,hour,evidencerole_related
383,384474,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,14,False
45806,564929,5,358,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,2,False
230,386861,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,5,3,True
161,34,61,44,9,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,4,7,True
117184,132264,24,29610,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,16,False
554,193204,3,4,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,23,False
152204,110924,46,27483,6,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,13,10,True
45915,782875,2,2,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6,True
2564,1680,17,1442,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,30,9,True
18716,51129,1,1,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,9,True
420,28679,58,43,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21,False
202455,1487166,33,22,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21,True
297047,787404,2,2,1,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,14,12,False
9780,9273,31,567,11,2,5,1069,101280,3586,5,66,242,1445,10630,2024,6,4,15,True
167029,58517,1,1,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,10,14,True
3398,2419,22,10,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,2,21,True
489116,1420183,5,39,15,2,2,289573,117668,3586,5,66,242,1445,10630,2024,6,16,3,False
186615,476934,24,303,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,14,False
33910,644983,67,63286,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,20,False
95,494595,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,9,18,True
89,863488,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,8,4,True
94387,71614,1,1,9,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6,True
30285,60242,6,5,9,1,10,289573,117668,3586,5,66,242,1445,10630,2024,6,11,23,True
237047,887686,0,0,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,12,17,False
10515,14719,78,57,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,7,21,False
2110,766583,31,2625,11,0,5,7644,67911,3586,5,66,242,1445,10630,2024,6,5,2,True
117497,67058,1,1,9,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,8,23,True
15492,23731,111,90,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,2,False
2140,87323,3,4,15,0,14,1,1,3586,5,66,242,1445,10630,2024,6,3,8,True
248,1297919,0,0,9,2,7,289573,117668,3586,5,66,34,210,299,2024,6,5,11,True
48120,92010,1014,10740,6,0,5,26387,0,3586,5,66,242,1445,10630,2024,6,6,9,False
393713,1131566,413,80616,6,1,5,200201,102210,3586,5,66,242,1445,10630,2024,6,3,20,False
15573,81983,28,19,9,1,10,289573,117668,3586,5,66,242,1445,10630,2024,6,11,23,True
45706,39347,37,844,6,0,5,6749,0,3586,5,66,242,1445,10630,2024,6,5,20,False
46852,99950,1,1,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,8,20,False
120,1254832,7,6,9,2,7,289573,117668,3586,5,66,2,2,2,2024,6,14,0,True
192194,252052,2,2,1,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,12,False
58013,139015,1,1,9,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,6,4,True
164779,669517,225,207,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,21,False
405,534600,7,6,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,7,18,True
122,1064660,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,14,10,True
134,1300086,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,4,False
135,812150,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,10,11,True
350,122488,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,8,22,True
10318,4891,57,29,1,1,18,289573,117668,3586,5,66,242,1445,10630,2024,6,16,1,True
546954,1636498,294,289,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,13,False
2537,57316,45,3098,6,0,5,641,529,3586,5,66,242,1445,10630,2024,6,5,18,False
8393,6426,38,25,8,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,12,20,False
856,17097,107,751,3,1,15,289573,117668,3586,5,66,242,1445,10630,2024,6,7,12,True
32252,56600,58,43,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,21,False
24373,42432,1,1,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,13,True
5958,1990,23,16,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,6,8,True
525904,1478458,25,17,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,8,6,True
17954,34682,50,36,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,19,False
86196,272130,2,2,1,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,11,False
34320,57727,243,12224,6,0,5,21725,1873,3586,5,66,242,1445,10630,2024,6,13,14,False
37271,804825,878,1089,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,7,0,False
10449,7751,1,1,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6,False
1963,2244,97,598,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,15,False
115,525590,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,18,False
47894,362486,10,8,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,11,14,False
230,69398,7,6,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,4,False
296702,692633,2,2,1,0,8,289573,117668,3586,0,0,242,1445,10630,2024,6,9,2,False
241790,438852,45,29272,6,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,7,15,False
49498,29812,641,527,9,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,22,6,True
3513,324821,0,0,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,6,3,True
17007,340614,5,21,15,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,7,3,True
30019,760252,2,2,1,0,8,289573,117668,3586,0,0,242,1445,10630,2024,6,5,6,False
335,1283250,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,12,22,True
2815,3239,494,537,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,5,False
25484,117470,6,5,9,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,10,9,True
1139,14321,1,1,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,3,10,False
263,572,54,33,12,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,9,19,True
98605,884262,0,0,9,1,4,289573,117668,3586,5,66,242,1445,10630,2024,6,3,20,True
342,902675,4,3,9,2,7,289573,117668,3586,5,66,50,1445,10630,2024,6,3,5,True
377,29857,4,3,9,2,7,289573,117668,3586,5,66,2,59,565,2024,6,3,13,True
716,2473,150,124,2,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,22,False
190,3697,125,2332,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,5,False
118,973300,4,3,9,2,7,289573,117668,3586,5,66,5,1445,10630,2024,6,10,3,True
106304,229646,65,39276,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,19,False
80203,58982,1,1,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,13,15,False
176,866331,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,14,False
238022,1401526,5,2797,15,0,2,289573,117668,3586,5,66,242,1445,10630,2024,6,12,4,False
95,530747,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,8,False
288,2,27,18,4,2,8,289573,117668,3586,5,66,242,1445,10630,2024,6,3,11,True
294,169731,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19,False
157209,378402,0,0,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,14,False
190,5948,105,1845,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,2,False
268,42945,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,4,23,True
58,184677,7,6,9,2,7,289573,117668,3586,5,66,0,1,5,2024,6,9,7,True
32883,226313,13,11,9,0,5,89119,117668,3586,5,66,242,1445,10630,2024,6,11,20,True
4383,2829,29,20,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,2,22,True
1241,3192,1,1,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,7,21,False
3205,6091,40,2065,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,15,False
36959,68291,6,5,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,16,True
7884,389733,0,0,9,0,7,289573,117668,3586,5,66,43,76,100,2024,6,10,13,True
231,58048,40,19491,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,18,False
30995,16781,6,5,9,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,21,True
342,1013706,4,3,9,2,7,289573,117668,3586,5,66,50,1445,10630,2024,6,3,21,True
1601,324,8,7,9,1,8,289573,117668,3586,5,66,242,1445,10630,2024,5,21,1,False
200009,1044019,0,0,9,1,7,289573,117668,3586,5,66,4,27,6923,2024,6,7,6,True
223,651372,411,59561,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,20,False
124,92030,30,26304,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18,False
2712,464,12,782,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,14,True
59,1235505,0,0,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,7,13,True
73120,67144,1,1,9,0,10,289573,117668,3586,5,66,242,1445,10630,2024,6,12,6,True
6106,483639,261,251,10,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,3,13,True
236,15756,20,7762,6,1,5,168,150,3586,5,66,242,1445,10630,2024,6,4,20,False
9135,6023,64,42,1,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,8,5,True
18396,5662,15,13,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19,False
319605,703099,2,2,1,0,14,0,4,3586,5,66,242,1445,10630,2024,6,7,5,True
428,686,21,896,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,2,8,True
104,49200,67,18209,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,7,13,False
6495,4485,606,652,2,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,5,False
280937,618171,3,4,15,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19,False
369265,882799,4,3,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,15,False
208,198,12,695,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,20,22,True
166907,225870,1,1,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,3,False
425866,867573,0,0,9,1,4,289573,117668,3586,5,66,242,1445,10630,2024,6,13,5,True
26612,29711,1,1,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,5,10,False
60489,37735,24,15544,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,7,15,False
437953,1538383,1455,2986,13,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,1,True
55086,114026,852,16588,6,0,5,44310,0,3586,5,66,242,1445,10630,2024,6,13,17,False
31,910301,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,17,False
299,905,98,38,9,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,8,0,True
81217,240486,10,8,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,16,True
128390,451717,6,5,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,8,False
408886,832145,0,0,9,1,7,289573,117668,3586,5,66,2,2,14,2024,6,6,3,True
207941,721554,36,216,15,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16,True
283209,1364727,5,3939,15,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,11,False
5225,3491,262,240,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,9,0,True
1914,1345,17,253,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,24,10,True
51784,757375,2,2,1,0,14,0,2,3586,5,66,242,1445,10630,2024,6,14,16,True
90,1302989,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,8,11,True
106563,1090435,36,228,11,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,3,16,True
35501,117609,6,5,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,10,True
296,1783,21,641,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,1,19,True
18586,14100,700,939,14,0,5,19,0,3586,5,66,242,1445,10630,2024,6,12,7,True
303686,707007,2,2,1,0,14,1,1,3586,5,66,242,1445,10630,2024,6,11,0,True
169,316760,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,0,False
2337,1428,16,69,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,27,2,True
89967,153221,24,37,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16,False
12630,654445,3517,15388,15,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,6,17,False
146312,1662355,196,172,15,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,8,10,False
33576,49787,708,3885,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,15,4,False
79,392661,4,3,9,2,7,289573,117668,3586,5,66,5,1445,10630,2024,6,5,7,True
56588,1083291,87,525,4,1,14,37,19,3586,5,66,242,1445,10630,2024,6,12,19,True
396,421394,3,4,15,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,8,1,True
4396,3037,29,20,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,2,1,True
415,125137,7,6,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,3,14,False
104,437851,30,19845,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,18,False
103593,1355429,7,6,9,0,3,289573,117668,3586,5,66,242,1445,10630,2024,6,4,3,True
84846,59423,1,1,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,22,False
4897,1618687,35,23,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,11,10,False
367886,1146617,76,56,15,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,16,15,False
10373,3564,1,1,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22,True
522,636431,87,145,4,1,14,4,8,3586,5,66,242,1445,10630,2024,6,11,4,True
2223,44512,40,12141,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,14,10,False
3694,831,49,35,1,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,29,18,True
2239,1202,17,1393,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,22,1,True
6252,4367,392,177,5,0,19,289573,117668,3586,5,66,242,1445,10630,2024,5,29,2,False
34225,466183,189,88,2,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,3,True
24595,48259,1,1,9,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,13,7,True
7733,58722,10,8,9,0,5,3766,117668,3586,5,66,242,1445,10630,2024,6,11,2,True
12760,47026,20,17424,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,17,False
189,1283294,0,0,9,2,7,289573,117668,3586,5,66,7,8,6,2024,6,4,18,True
28470,1358577,5,3074,15,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,3,21,True
1933,1292,16,82,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,31,4,True
530755,1541499,3722,17605,1,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,1,False
120276,894735,4,3,9,2,7,289573,117668,3586,5,66,12,12,9,2024,6,5,7,True
20303,16178,101,78,2,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,11,2,False
9072,5968,64,42,1,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,16,17,True
296,2082,21,130,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,1,6,True
88,314224,7,6,9,2,7,289573,117668,3586,5,66,19,17,19,2024,6,8,10,True
31123,768532,2,2,1,0,14,1,1,3586,5,66,242,1445,10630,2024,6,4,18,True
356304,848063,0,0,9,1,4,289573,117668,3586,5,66,242,1445,10630,2024,6,13,15,True
31767,72371,83,61,9,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,10,6,True
452,635487,166,24725,11,0,5,6,16235,3586,5,66,242,1445,10630,2024,6,3,18,True
236,20603,20,9571,6,1,9,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16,True
780,27,1,1,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,17,True
527531,1448460,156,3692,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,21,False
95687,72253,1,1,9,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,15,0,True
73,841148,4,3,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,8,12,True
52691,32534,32,13764,6,2,5,273988,0,3586,5,66,242,1445,10630,2024,6,6,18,False
27006,159513,10,8,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,7,19,True
35480,58329,6,5,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,16,22,True
314266,764619,2,2,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19,True
827,51894,2,2,1,2,14,1,1,3586,5,66,242,1445,10630,2024,6,4,6,True
1544,987,27,18,4,1,8,289573,117668,3586,5,66,242,1445,10630,2024,6,13,2,True
561157,1623507,118,98,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,15,2,False
1257,55688,44,2125,15,2,14,15,7352,3586,5,66,242,1445,10630,2024,6,10,3,True
187,308516,7,6,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,16,False
3954,4968,18,14,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,7,12,False
1645,1642,16,249,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,22,12,True
265,329424,7,6,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,3,16,True
54649,33303,37,8610,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,18,False
622,197837,3,4,15,0,14,0,2,3586,5,66,242,1445,10630,2024,6,9,4,True
114,546672,14,12,2,2,7,289573,117668,3586,5,66,0,22,113,2024,6,6,13,True
881,15512,40,7646,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,10,False
76,1023932,19,15,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,7,0,True
124077,242664,1,1,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,9,1,True
90227,563829,5,80,15,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,17,False
2036,1478,16,1257,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,24,8,True
96427,806470,189,88,2,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,2,False
133164,264168,3,4,15,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,10,8,True
2070,76,12,67,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,22,3,True
9751,8609,34,927,6,0,5,14954,2096,3586,5,66,242,1445,10630,2024,6,12,12,False
180862,231754,86,23777,6,0,5,104413,5949,3586,5,66,242,1445,10630,2024,6,4,22,False
42757,1637952,82,60,9,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,7,21,True
820,199728,3,4,15,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19,True
3836,3392,1023,300,9,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,25,19,True
960,22,27,18,4,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,4,0,True
2508,1597,17,742,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,2,2,True
29,1227570,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,5,20,True
64960,449438,6,5,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,2,True
35397,238095,47,30,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,21,True
30,329331,0,0,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,8,11,True
106174,113625,104,27393,6,0,5,187677,0,3586,5,66,242,1445,10630,2024,6,11,15,False
84710,81787,1,1,9,0,5,129,117668,3586,5,66,242,1445,10630,2024,6,8,4,True
1008,26589,31,488,11,2,5,5505,72777,3586,5,66,242,1445,10630,2024,6,12,21,True
50277,225764,11,9,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,19,True
35,508695,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,7,10,True
228361,1573438,317,316,4,1,8,289573,117668,3586,0,0,242,1445,10630,2024,6,14,23,False
4654,38353,3,4,15,0,14,1,1,3586,5,66,242,1445,10630,2024,6,4,7,True
111068,65548,1,1,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,9,4,True
3003,300328,10,8,9,0,5,265623,117668,3586,5,66,242,1445,10630,2024,6,6,18,True
4177,16135,1,1,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,8,1,False
2228,424218,56,40,2,1,14,7,3,3586,5,66,242,1445,10630,2024,6,8,10,True
3966,165243,4,3,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,10,6,True
158,857,21,1048,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,24,9,True
9958,23296,1,1,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,11,23,False
4369,180748,4,3,9,1,3,289573,117668,3586,5,66,242,1445,10630,2024,6,6,21,True
12065,18526,20,4152,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,11,21,False
435267,993515,0,0,9,1,7,289573,117668,3586,5,66,2,2,622,2024,6,15,12,True
149083,797628,178,44746,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,21,False
137195,206989,2,2,1,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,15,16,True
770,10165,71,85,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,22,True
395613,1055037,0,0,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,22,False
19793,18406,1379,2762,4,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,30,9,True
235421,442912,80,51016,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,10,15,False
346253,975938,4,3,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,3,5,False
246240,89957,3,4,15,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,13,19,True
35182,1040426,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,5,16,True
2928,46043,290,96,3,1,8,289573,117668,3586,5,66,242,1445,10630,2024,6,13,14,False
70846,71918,1,1,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,13,23,False
110852,95385,1,1,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,8,True
67,391,8,7,9,1,8,289573,117668,3586,5,66,242,1445,10630,2024,5,29,14,False
168926,94473,6,5,9,1,9,289573,117668,3586,5,66,242,1445,10630,2024,6,13,6,False
98985,989598,0,0,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,17,False
239,513026,0,0,9,2,7,289573,117668,3586,5,66,31,6,3,2024,6,8,2,True
45036,1381392,9,45,5,0,2,289573,117668,3586,5,66,242,1445,10630,2024,6,7,20,False
38762,450798,6,5,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,22,False
204,316240,0,0,9,2,7,289573,117668,3586,5,66,0,1,1,2024,6,4,4,True
77559,797767,178,66603,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,11,False
23464,550388,5,49,15,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,3,17,False
346965,889675,0,0,9,1,4,289573,117668,3586,5,66,242,1445,10630,2024,6,5,17,True
2068,402,8,7,9,0,8,289573,117668,3586,5,66,242,1445,10630,2024,5,23,0,False
3907,2703,29,20,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,22,0,True
166252,739630,2,2,1,2,14,17,23,3586,5,66,242,1445,10630,2024,6,3,17,True
425083,958728,0,0,9,1,7,289573,117668,3586,5,66,2,2,14,2024,6,13,5,True
104,57156,30,12173,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,21,False
162802,1471930,33,22,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15,False
1569,778309,2,2,1,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,15,17,False
88753,136509,39,26,5,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,21,True
1958,140,59,10,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,25,7,True
252213,725583,3,4,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,20,False
153911,154096,37,2168,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21,False
242,493045,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21,False
240,532,12,52,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,23,8,True
96486,37621,295,290,15,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,14,14,False
5786,3943,23,16,1,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,8,21,True
1958,140,59,10,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,25,7,True
62831,41313,1,1,9,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,11,11,True
277650,652391,102,43527,6,0,5,238336,115035,3586,5,66,242,1445,10630,2024,6,10,15,False
120,1032375,4,3,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,13,11,True
5357,717713,3,4,15,2,14,2,283,3586,5,66,242,1445,10630,2024,6,5,4,True
447,513118,7,6,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,23,False
127660,119060,1,1,9,0,10,289573,117668,3586,5,66,242,1445,10630,2024,6,11,14,True
61,988512,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,15,False
240,591,12,67,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,23,9,True
175,832,21,936,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,23,True
3024,55688,44,2125,15,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,3,False
129959,797799,1833,70302,6,0,5,185560,37154,3586,5,66,242,1445,10630,2024,6,5,22,False
156,209,22,10,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,24,6,True
136,870484,4,3,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,10,22,True
202886,577496,9,45,5,0,5,81160,117668,3586,5,66,242,1445,10630,2024,6,10,13,True
22689,1654672,82,60,9,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,6,13,True
135750,356275,1521,2703,6,1,9,289573,117668,3586,5,66,242,1445,10630,2024,6,7,0,True
18270,7755,646,864,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21,False
420747,1049976,0,0,9,1,4,289573,117668,3586,5,66,242,1445,10630,2024,6,12,10,True
228,229382,43,28,11,0,5,2599,10,3586,5,66,242,1445,10630,2024,6,6,14,True
