incidentid,alertid,detectorid,alerttitle,category,incidentgrade,entitytype,evidencerole,filename,folderpath,resourceidname,osfamily,osversion,countrycode,state,city,year,month,day,hour
43232,225838,1,1,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,20
1733,39,12,277,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,20,15
244024,180864,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,19
102887,247679,2,2,commandandcontrol,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19
57716,453582,13,11,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,11
175,682,21,888,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,2
318580,1701437,3735,17797,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,21
183224,395199,4,3,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,0,1445,10630,2024,6,12,7
5462,8481,18,14,exfiltration,benignpositive,file,impacted,29044,35961,3586,5,66,242,1445,10630,2024,6,6,19
14777,764329,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,9
226856,699978,2,2,commandandcontrol,benignpositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,13,15
0,69336,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,16,15
414,260749,3,4,suspiciousactivity,benignpositive,process,related,17,2084,3586,5,66,242,1445,10630,2024,6,5,18
8317,805675,1699,2407,discovery,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,10
8539,11745,72,53,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,7
23581,16189,42,27,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,8
219,200,41,737,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,27,4
162031,30291,67,11516,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,18
53358,135623,39,26,execution,benignpositive,file,related,8,1143,3586,5,66,242,1445,10630,2024,6,9,22
4226,56478,216,608,exfiltration,falsepositive,file,impacted,124,60,3586,5,66,242,1445,10630,2024,6,4,1
398382,917664,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,7
6260,4161,15,13,exfiltration,benignpositive,file,impacted,116262,8283,3586,5,66,242,1445,10630,2024,6,4,7
20113,6395,1,1,initialaccess,falsepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,12
474,5622,6,5,initialaccess,benignpositive,file,related,26,117668,3586,5,66,242,1445,10630,2024,6,14,16
135274,742423,2,2,commandandcontrol,benignpositive,process,related,10,13,3586,5,66,242,1445,10630,2024,6,13,3
1020,729372,3,940,malware,truepositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,12,23
85143,573985,5,34,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,17
49289,1071843,5,268,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,2
316335,777462,2,2,commandandcontrol,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,9
6461,673572,217,194,execution,truepositive,malware,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,6
10476,1103124,56,40,credentialaccess,falsepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,3,8
130198,1371059,5,80,suspiciousactivity,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,14
41084,455970,6,5,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,16
36,1171679,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18
34124,1523220,25,17,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,13
2814,85711,14,12,credentialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,4
24,1247006,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,2,2,2,2024,6,9,8
124,1607477,30,108094,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,0
18513,17560,1,1,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,15,15
8309,6799,536,584,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,22,1
385239,1052525,19,15,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,0,22,41,2024,6,5,23
40932,50036,1,1,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12
10815,3429,52,10,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,24,10
127982,110485,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,13
189355,1161663,445,74439,suspiciousactivity,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,9
72105,81944,1,1,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,23
878,130709,2,2,commandandcontrol,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,14
4560,118211,6,5,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,21
30,314282,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,9
372,801602,175,143,malware,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,21
80,312666,7,6,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,4,4,12,2024,6,5,19
30959,427926,223,202,suspiciousactivity,benignpositive,malware,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,15
259862,1597945,55,37,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,7
504829,1494481,33,22,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,6
158,504,21,51,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,24,3
5646,3764,748,306,persistence,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,31,10
3233,125748,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,23
80629,1496084,33,22,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,23
17615,396978,4,3,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,0,44,457,2024,6,12,5
18511,1563833,5,62,suspiciousactivity,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,0
112819,30465,20,4318,exfiltration,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,19
248,1270140,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,14
111062,65821,1,1,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,0
62235,600266,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,19
955,232,99,665,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,22
5157,1530764,343,350,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,11
2120,154,41,701,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,27,4
455486,1326692,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,6
2318,561,8,7,initialaccess,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,27,13
24,1263097,7,6,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,6
72650,483464,2364,184,exfiltration,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,27,16
268,69471,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,0
1083,88640,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,9
6658,1363374,81,93502,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,12
2104,1568,17,106,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,24,13
56,934209,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,5
411054,841283,0,0,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,13
2458,1488,17,58,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,9
4476,5727,42,27,exfiltration,benignpositive,file,impacted,81947,0,3586,5,66,242,1445,10630,2024,6,6,15
489202,1420307,5,39,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,16,6
49405,239435,47,30,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18
27,906316,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,11,6
1295,369187,151,9532,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12
1504,88393,3,4,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,18
1216,573593,9,45,execution,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,13
8523,2611,64,42,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,6
111280,263403,3,4,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,11
260728,1597154,55,37,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,6
4612,172300,14,12,credentialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,9
11489,2344,35,23,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,7
152782,257848,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15
30533,45456,1,1,initialaccess,truepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,6
149809,82533,1233,296,credentialaccess,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,1,17
83587,21946,32,9960,exfiltration,truepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,0
970,56266,46,822,exfiltration,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,22
36250,143045,3,4,suspiciousactivity,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,19
179203,610051,3,4,suspiciousactivity,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,5
67,364,8,7,initialaccess,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,30,2
1463,131736,2,2,commandandcontrol,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,14
367954,1146711,76,56,suspiciousactivity,falsepositive,file,related,9,0,3586,5,66,242,1445,10630,2024,6,16,23
158805,196515,3,4,suspiciousactivity,benignpositive,process,related,0,4,3586,5,66,242,1445,10630,2024,6,7,8
17356,5286,37,374,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,17
96427,115765,1156,2124,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,19
3328,264611,3,4,suspiciousactivity,benignpositive,process,related,21,21,3586,5,66,242,1445,10630,2024,6,11,1
76,926194,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,0
180573,446133,13,11,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,16,6
16250,338093,5,21,suspiciousactivity,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,23
8803,75588,2,2,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,15
21983,605324,3,4,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,1
24805,1029309,19,15,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,1
226,533471,19,15,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,13,111,172,2024,6,3,16
712,141734,148,149,malware,truepositive,process,related,15,17,3586,5,66,242,1445,10630,2024,6,3,4
2712,464,12,782,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,14
274,373317,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,30,35,2024,6,11,11
66424,42152,1,1,initialaccess,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,17
171797,191019,3,252,suspiciousactivity,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,19
4664,420411,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,23
197728,692726,2,2,commandandcontrol,benignpositive,process,related,35,21968,3586,5,66,242,1445,10630,2024,6,9,4
165836,224758,10,8,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,15
80,181418,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,22
30,106784,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,8,9
10067,6665,64,42,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,7
201880,30075,3,4,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,21
129,161271,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,14
141,945324,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,0
202821,565874,81,160,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,2
20489,70297,222,199,commandandcontrol,benignpositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,8,22
16085,10858,15,13,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,16
84,525634,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,1
6241,117129,13,11,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,2
530,597006,43,28,malware,falsepositive,process,related,70,13592,3586,5,66,242,1445,10630,2024,6,13,15
231925,635839,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,14
159649,564950,5,220,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,20
444,2274,11,9,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,23
244,324186,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,23
22166,1015365,19,15,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,4
916,666873,11,9,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,23
39,404023,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,1,5,2024,6,4,18
4268,8991,42,27,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,5
107,406076,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,22
46199,1003879,0,0,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,20
30383,41026,1,1,initialaccess,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,21
3780,2705,29,20,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,19
223,23597,20,872,exfiltration,falsepositive,file,impacted,17330,640,3586,5,66,242,1445,10630,2024,6,6,17
7189,6524,551,184,exfiltration,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,5,29,15
88,178448,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,5
9922,38248,2,2,commandandcontrol,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15
26867,27659,1,1,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,9
117,886877,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,21
446,23155,221,10471,exfiltration,benignpositive,file,impacted,1072,223,3586,5,66,242,1445,10630,2024,6,12,16
6163,8271,42,27,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,14
35704,860206,19,15,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,15,23
113341,91872,32,25702,exfiltration,truepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16
13024,9706,71,70,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,7
66163,1434028,160,1684,malware,benignpositive,process,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,15
24008,10961,1,1,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,9
283873,441236,123,49171,exfiltration,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,21
6407,4764,83,61,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,9
148804,265395,3,4,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,21
24678,882830,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,1
73225,636443,1396,2826,execution,falsepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,14,13
281992,625534,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,17
1557,101086,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,4
49686,138779,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,0
3809,2590,232,211,credentialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,22
73,829868,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,4
99,839151,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,9,14,11,2024,6,13,0
142219,644187,24,61712,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,4
96913,612510,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,10
239429,348790,9,64,execution,falsepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,0
414,55072,3,4,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,7
459778,1359944,5,50,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,0
87488,23123,37,5604,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,9
303,69646,7,6,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,5,5
54682,238055,10,8,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,17
526,46359,114,92,credentialaccess,falsepositive,file,related,20,678,3586,5,66,242,1445,10630,2024,6,4,12
29,1185700,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,21
49883,101224,10,8,initialaccess,truepositive,file,related,12502,117668,3586,5,66,242,1445,10630,2024,6,3,16
79635,52276,32,18612,exfiltration,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,8
201214,366217,6,5,initialaccess,falsepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,13
124,37820,30,15465,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12
80,334013,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,12,12,9,2024,6,5,11
370,72830,4,3,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,16
215,133161,20,30372,exfiltration,falsepositive,file,impacted,61501,1212,3586,5,66,242,1445,10630,2024,6,11,12
2541,63763,62,46,execution,benignpositive,process,related,278,3,3586,5,66,242,1445,10630,2024,6,9,21
370232,864646,19,15,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16
402187,1050316,0,0,initialaccess,falsepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,8
108801,831916,4,3,initialaccess,falsepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,21
3230,2166,27,18,discovery,benignpositive,machine,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,17
206246,360320,6,5,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,6
22449,119107,13,11,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,17
428177,1120686,586,1129,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,8
377,123384,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,14
428,696,21,918,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,2,3
104,34397,67,14351,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,23
801,631347,87,347,discovery,falsepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,14,20
68367,187864,5,31,suspiciousactivity,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,16
1657,93,12,52,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,0
1404,921,27,18,discovery,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,14
42309,237801,10,8,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,17
5893,3936,38,25,impact,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,6
64,438265,77,53425,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21
319830,774158,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,8
176,1287053,14,12,credentialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,18
46368,154276,178,12352,exfiltration,falsepositive,file,impacted,36468,567,3586,5,66,242,1445,10630,2024,6,5,6
62379,827590,19,15,initialaccess,benignpositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,14
118,519276,19,15,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,19,17,19,2024,6,11,6
829,30070,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,8
211,170646,19,15,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16
1726,1524,16,1392,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,11
611,184,59,10,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,25,22
337457,1136897,516,555,exfiltration,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,16
234,1274802,14,12,credentialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,1,23
44,123114,7,6,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,3,11
3076,662,21,420,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,8
22305,118457,6,5,initialaccess,falsepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,6
30453,61574,6,5,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,13
439763,593410,5,31,suspiciousactivity,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,18
127104,436796,507,16758,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,9
139782,567454,5,62,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,7
385,18,1,1,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,17
25367,259461,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,22
124,433934,67,52227,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,17
157,859005,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,11,1445,10630,2024,6,4,23
125773,217505,1,1,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,16,23
15472,1101512,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,13
196547,756631,426,452,credentialaccess,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,20
1171,70196,62,46,execution,benignpositive,file,related,330,9,3586,5,66,242,1445,10630,2024,6,8,7
290394,790665,55,65560,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,22
3398,2419,22,10,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,2,21
410552,1013597,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,11
36023,418145,56,40,credentialaccess,falsepositive,registrykey,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,11
19855,131798,2,2,commandandcontrol,truepositive,process,related,17,23,3586,5,66,242,1445,10630,2024,6,4,12
2674,32105,1,1,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,5
3097,633,12,541,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,22,22
14,1229638,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,15,3
2329,1620,16,58,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,21,6
77767,1465928,6,5,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,22
